time,segment_id,speed,street,direction,from_street,to_street,length,bus_count,message_count,hour,day_of_week,month,start_latitude,start_longitude,end_latitude,end_longitude
2024-06-11T13:01:06.000,25,24.0,Pulaski,NB,87th,83rd,0.5,1,5,13,3,6,41.7348566529,-87.7212449539,41.742178062,-87.7215654587
2024-06-11T13:01:06.000,26,26.0,Pulaski,NB,83rd,79th,0.5,1,7,13,3,6,41.742178062,-87.7214959848,41.7495695299,-87.721801291
2024-06-11T13:01:06.000,27,18.0,Pulaski,NB,79th,71st,1.0,2,22,13,3,6,41.7495695299,-87.7217311602,41.7640992823,-87.7223094048
2024-06-11T13:01:06.000,33,16.0,Pulaski,NB,Archer,47th,0.38,1,4,13,3,6,41.802316468,-87.7232409373,41.8078826502,-87.7234560048
2024-06-11T13:01:06.000,34,21.0,Pulaski,NB,47th,43rd,0.5,1,11,13,3,6,41.8078826502,-87.7234032253,41.8151945196,-87.7237477951
2024-06-11T13:01:06.000,35,25.0,Pulaski,NB,43rd,I-55 Expy,0.53,2,11,13,3,6,41.8151945196,-87.7236784823,41.8229897759,-87.723940876
2024-06-11T13:01:06.000,36,31.0,Pulaski,NB,I-55 Expy,31st,0.95,2,30,13,3,6,41.8229897759,-87.7238669791,41.8368812942,-87.7242987603
2024-06-11T13:01:06.000,37,19.0,Pulaski,NB,31st,26th,0.5,1,12,13,3,6,41.8368812942,-87.7241670914,41.8442541875,-87.7244396463
2024-06-11T13:01:06.000,38,20.0,Pulaski,NB,26th,Cermak,0.5,1,17,13,3,6,41.8442541875,-87.7243697591,41.8515455888,-87.7246442132
2024-06-11T13:01:06.000,39,23.0,Pulaski,NB,Cermak,16th,0.5,2,6,13,3,6,41.8515455888,-87.7245751041,41.8588673534,-87.7248408908
2024-06-11T13:01:06.000,44,16.0,Pulaski,NB,Lake,Chicago,0.68,3,30,13,3,6,41.8854658549,-87.7256212259,41.8953666789,-87.725990629
2024-06-11T13:01:06.000,45,18.0,Pulaski,NB,Chicago,Division,0.5,2,23,13,3,6,41.8953666789,-87.7258968524,41.9026704832,-87.7261884496
2024-06-11T13:01:06.000,46,14.0,Pulaski,NB,Division,Grand,0.24,2,19,13,3,6,41.9026704832,-87.7261192748,41.9061550576,-87.7262570347
2024-06-11T13:01:06.000,47,27.0,Pulaski,NB,Grand,North Ave,0.5,1,4,13,3,6,41.9061550576,-87.7262240305,41.9098857185,-87.7261823777
2024-06-11T13:01:06.000,48,19.0,Pulaski,NB,North Ave,Armitage,0.5,1,4,13,3,6,41.9098857185,-87.7261470243,41.9171651852,-87.7264442053
2024-06-11T13:01:07.000,50,20.0,Pulaski,NB,Fullerton,Diversey,0.5,1,8,13,3,6,41.9244829851,-87.7265848616,41.9317893922,-87.726864157
2024-06-11T13:01:07.000,51,18.0,Pulaski,NB,Diversey,Milwaukee,0.65,3,38,13,3,6,41.9317893922,-87.726794963,41.9411668426,-87.7271516758
2024-06-11T13:01:07.000,52,29.0,Pulaski,NB,Milwaukee,Irving Park,0.85,3,48,13,3,6,41.9411668426,-87.7270628829,41.9536468185,-87.727551496
2024-06-11T13:01:07.000,53,27.0,Pulaski,NB,Irving Park,Elston,0.4,1,9,13,3,6,41.9536468185,-87.7274333564,41.9596128313,-87.7276617396
2024-06-11T13:01:07.000,60,32.0,Pulaski,SB,103rd,107th,0.5,1,2,13,3,6,41.7059057937,-87.7211571147,41.6985650226,-87.7208769338
2024-06-11T13:01:07.000,61,34.0,Pulaski,SB,99th,103rd,0.5,1,8,13,3,6,41.7131747577,-87.7213743744,41.7059057937,-87.7211571147
2024-06-11T13:01:07.000,62,23.0,Pulaski,SB,95th,99th,0.5,1,9,13,3,6,41.7205390182,-87.7215908065,41.7131747577,-87.7213743744
2024-06-11T13:01:07.000,63,27.0,Pulaski,SB,91st,95th,0.5,1,18,13,3,6,41.7279279345,-87.721966073,41.7205390182,-87.7215908065
2024-06-11T13:01:07.000,64,26.0,Pulaski,SB,87th,91st,0.5,1,6,13,3,6,41.7348605537,-87.7216776788,41.7279279345,-87.721966073
2024-06-11T13:01:07.000,65,18.0,Pulaski,SB,83rd,87th,0.5,1,11,13,3,6,41.7421819618,-87.7219287929,41.7348605537,-87.7216776788
2024-06-11T13:01:07.000,69,27.0,Pulaski,SB,63rd,67th,0.5,1,13,13,3,6,41.7786611581,-87.7230100127,41.7713768755,-87.7228259157
2024-06-11T13:01:07.000,70,23.0,Pulaski,SB,59th,63rd,0.5,1,17,13,3,6,41.7859394995,-87.7232114423,41.7786611581,-87.7230100127
2024-06-11T13:01:07.000,71,26.0,Pulaski,SB,55th,59th,0.5,1,11,13,3,6,41.793207314,-87.7234089919,41.7859394995,-87.7232114423
2024-06-11T13:01:07.000,72,18.0,Pulaski,SB,Archer,55th,0.62,1,3,13,3,6,41.8023203612,-87.72367443040001,41.793207314,-87.7234089919
2024-06-11T13:01:07.000,78,20.0,Pulaski,SB,Cermak,26th,0.5,2,29,13,3,6,41.8515494772,-87.7250091595,41.8442580766,-87.72480373110001
2024-06-11T13:01:07.000,79,20.0,Pulaski,SB,16th,Cermak,0.5,3,31,13,3,6,41.858871241,-87.7252056371,41.8515494772,-87.7250091595
2024-06-11T13:01:07.000,80,17.0,Pulaski,SB,Roosevelt,16th,0.5,2,11,13,3,6,41.8661750444,-87.7254211571,41.858871241,-87.7252056371
2024-06-11T13:01:07.000,82,18.0,Pulaski,SB,Washington,Van Buren,0.46,1,10,13,3,6,41.8819403523,-87.7259576089,41.8752792694,-87.7257294016
2024-06-11T13:01:08.000,85,23.0,Pulaski,SB,Division,Chicago,0.5,3,22,13,3,6,41.9026743655,-87.72655391580001,41.8953705621,-87.72633140960001
2024-06-11T13:01:08.000,86,22.0,Pulaski,SB,Grand,Division,0.24,2,7,13,3,6,41.9061589395,-87.7266587113,41.9026743655,-87.72655391580001
2024-06-11T13:01:08.000,87,16.0,Pulaski,SB,North Ave,Grand,0.5,2,7,13,3,6,41.9098896012,-87.726581748,41.9061589395,-87.7266587113
2024-06-11T13:01:08.000,88,16.0,Pulaski,SB,Armitage,North Ave,0.5,1,4,13,3,6,41.917169067,-87.7268100624,41.9098896012,-87.726581748
2024-06-11T13:01:08.000,89,27.0,Pulaski,SB,Fullerton,Armitage,0.5,2,19,13,3,6,41.9244868661,-87.7270197528,41.917169067,-87.7268100624
2024-06-11T13:01:08.000,90,27.0,Pulaski,SB,Diversey,Fullerton,0.5,2,23,13,3,6,41.9317932724,-87.72722993800001,41.9244868661,-87.7270197528
2024-06-11T13:01:08.000,91,24.0,Pulaski,SB,Milwaukee,Diversey,0.65,2,23,13,3,6,41.9411707218,-87.72749796560001,41.9317932724,-87.72722993800001
2024-06-11T13:01:08.000,92,25.0,Pulaski,SB,Irving Park,Milwaukee,0.85,1,2,13,3,6,41.9536506962,-87.72786858250001,41.9411707218,-87.72749796560001
2024-06-11T13:01:08.000,93,21.0,Pulaski,SB,Elston,Irving Park,0.4,1,2,13,3,6,41.9596167084,-87.72804055270001,41.9536506962,-87.72786858250001
2024-06-11T13:01:08.000,94,31.0,Pulaski,SB,Lawrence,Elston,0.6,2,30,13,3,6,41.96824521,-87.728279105,41.9596167084,-87.72804055270001
2024-06-11T13:01:08.000,96,35.0,Pulaski,SB,Bryn Mawr,Foster,0.5,1,9,13,3,6,41.9828344352,-87.728684246,41.9755349148,-87.7284849951
2024-06-11T13:01:08.000,97,25.0,Pulaski,SB,Peterson,Bryn Mawr,0.5,1,13,13,3,6,41.9901383429,-87.7288919771,41.9828344352,-87.728684246
2024-06-11T13:01:08.000,98,23.0,Ashland,NB,95th,91st,0.5,1,14,13,3,6,41.7212141057,-87.6625002738,41.7284810983,-87.6626684166
2024-06-11T13:01:08.000,99,24.0,Ashland,NB,91st,87th,0.5,1,10,13,3,6,41.7284810983,-87.6626684166,41.7357887154,-87.6628819511
2024-06-11T13:01:08.000,102,20.0,Ashland,NB,79th,71st,1.0,3,41,13,3,6,41.7503560091,-87.6632541367,41.7649079607,-87.663612718
2024-06-11T13:01:08.000,103,28.0,Ashland,NB,71st,67th,0.5,2,11,13,3,6,41.7649079607,-87.663612718,41.7721909488,-87.6638378447
2024-06-11T13:01:08.000,104,28.0,Ashland,NB,67th,63rd,0.5,4,20,13,3,6,41.7721909488,-87.6638378447,41.7794635041,-87.6640374592
2024-06-11T13:01:08.000,105,31.0,Ashland,NB,63rd,59th,0.5,4,16,13,3,6,41.7794635041,-87.6640374592,41.7867457704,-87.6642111674
2024-06-11T13:01:08.000,106,21.0,Ashland,NB,59th,55th,0.5,2,18,13,3,6,41.7867457704,-87.6642111674,41.7940232957,-87.6643984668
2024-06-11T13:01:08.000,107,25.0,Ashland,NB,55th,51st,0.5,2,13,13,3,6,41.7940232957,-87.6643984668,41.8013171472,-87.6645931099
2024-06-11T13:01:08.000,108,23.0,Ashland,NB,51st,47th,0.5,2,6,13,3,6,41.8013171472,-87.6645931099,41.8086033737,-87.6647891274
2024-06-11T13:01:08.000,109,23.0,Ashland,NB,47th,43rd,0.5,1,5,13,3,6,41.8086033737,-87.6647891274,41.8158697299,-87.6649647832
2024-06-11T13:01:08.000,110,25.0,Ashland,NB,43rd,Pershing,0.5,2,13,13,3,6,41.8158697299,-87.6649647832,41.8231508628,-87.6651248281
2024-06-11T13:01:08.000,111,18.0,Ashland,NB,Pershing,35th,0.5,2,20,13,3,6,41.8231508628,-87.6651248281,41.8305002878,-87.6653847992
2024-06-11T13:01:08.000,112,25.0,Ashland,NB,35th,Archer,0.5,2,16,13,3,6,41.8305002878,-87.6653847992,41.8376827898,-87.6655581444
2024-06-11T13:01:08.000,114,16.0,Ashland,NB,Cermak,18th,0.4,1,12,13,3,6,41.8523299896,-87.6658407141,41.8577926807,-87.6659546034
2024-06-11T13:01:08.000,115,20.0,Ashland,NB,18th,Roosevelt,0.6,2,23,13,3,6,41.8577926807,-87.6659546034,41.8668604234,-87.6661999959
2024-06-11T13:01:08.000,116,21.0,Ashland,NB,Roosevelt,Harrison,0.5,1,9,13,3,6,41.8668604234,-87.6661999959,41.8741993673,-87.6664153537
2024-06-11T13:01:08.000,117,19.0,Ashland,NB,Harrison,Washington,0.6,3,14,13,3,6,41.8741993673,-87.6664153537,41.8832979102,-87.6666877975
2024-06-11T13:01:08.000,118,25.0,Ashland,NB,Washington,Grand,0.53,1,8,13,3,6,41.8832979102,-87.6666877975,41.8909763311,-87.6669590125
2024-06-11T13:01:08.000,119,20.0,Ashland,NB,Grand,Chicago,0.35,1,7,13,3,6,41.8909763311,-87.6669590125,41.8960725742,-87.6671078757
2024-06-11T13:01:08.000,120,26.0,Ashland,NB,Chicago,Milwaukee,0.55,2,10,13,3,6,41.8960725742,-87.6671078757,41.9040161282,-87.6673294583
2024-06-11T13:01:08.000,121,20.0,Ashland,NB,Milwaukee,North Ave,0.45,1,7,13,3,6,41.9040161282,-87.6673294583,41.9106292239,-87.6675079387
2024-06-11T13:01:08.000,122,27.0,Ashland,NB,North Ave,Elston,0.55,1,9,13,3,6,41.9106292239,-87.6675079387,41.9185457037,-87.6679092691
2024-06-11T13:01:08.000,123,15.0,Ashland,NB,Elston,Fullerton,0.45,1,6,13,3,6,41.9185457037,-87.6679092691,41.9251505156,-87.6679620918
2024-06-11T13:01:08.000,124,20.0,Ashland,NB,Fullerton,Diversey,0.5,2,8,13,3,6,41.9251505156,-87.6679620918,41.932402477,-87.668210266
2024-06-11T13:01:08.000,125,16.0,Ashland,NB,Diversey,Belmont,0.5,2,19,13,3,6,41.932402477,-87.668210266,41.939695436,-87.6684779112
2024-06-11T13:01:08.000,126,17.0,Ashland,NB,Belmont,Addison,0.5,2,20,13,3,6,41.939695436,-87.6684779112,41.9469890515,-87.6686743455
2024-06-12T00:01:02.000,133,29.0,Ashland,SB,91st,95th,0.5,1,6,0,4,6,41.7284832358,-87.6630347385,41.7212162434,-87.6628665545
2024-06-12T00:01:02.000,134,23.0,Ashland,SB,87th,91st,0.5,1,7,0,4,6,41.7357908525,-87.6632483146,41.7284832358,-87.6630347385
2024-06-12T00:01:02.000,136,27.0,Ashland,SB,79th,83rd,0.5,1,1,0,4,6,41.7503581457,-87.663620583,41.7430778317,-87.6634347632
2024-06-12T00:01:02.000,137,26.0,Ashland,SB,71st,79th,1.0,1,3,0,4,6,41.7649100967,-87.6639792472,41.7503581457,-87.663620583
2024-06-12T00:01:02.000,139,0.0,Ashland,SB,63rd,67th,0.5,1,18,0,4,6,41.7794656394,-87.6644040713,41.7721930844,-87.6642044154
2024-06-12T00:01:02.000,140,23.0,Ashland,SB,59th,63rd,0.5,1,3,0,4,6,41.7867479054,-87.6645778209,41.7794656394,-87.6644040713
2024-06-12T00:01:02.000,141,25.0,Ashland,SB,55th,59th,0.5,1,7,0,4,6,41.7940254304,-87.6647651619,41.7867479054,-87.6645778209
2024-06-12T00:01:02.000,142,25.0,Ashland,SB,51st,55th,0.5,1,6,0,4,6,41.8013192816,-87.6649598466,41.7940254304,-87.6647651619
2024-06-12T00:01:02.000,143,20.0,Ashland,SB,47th,51st,0.5,1,14,0,4,6,41.8086055077,-87.6651559056,41.8013192816,-87.6649598466
2024-06-12T00:01:02.000,144,24.0,Ashland,SB,43rd,47th,0.5,1,1,0,4,6,41.8158718637,-87.6653316028,41.8086055077,-87.6651559056
2024-06-12T00:01:02.000,150,22.0,Ashland,SB,Roosevelt,18th,0.6,1,7,0,4,6,41.8668625554,-87.6665671071,41.8577948131,-87.6663216627
2024-06-12T00:01:03.000,1,26.0,55th,EB,Pulaski,Central Park,0.5,1,10,0,4,6,41.7930671862,-87.7231602513,41.793140551,-87.7136071496
2024-06-12T00:01:03.000,2,26.0,55th,EB,Central Park,Kedzie,0.5,1,14,0,4,6,41.793140551,-87.7136071496,41.7933767009,-87.7035554211
2024-06-12T00:01:03.000,3,28.0,55th,EB,Kedzie,California,0.5,1,8,0,4,6,41.7933767009,-87.7035554211,41.7935536023,-87.693799302
2024-06-12T00:01:03.000,151,22.0,Ashland,SB,Harrison,Roosevelt,0.5,2,19,0,4,6,41.8742014988,-87.6667825068,41.8668625554,-87.6665671071
2024-06-12T00:01:03.000,152,29.0,Ashland,SB,Washington,Harrison,0.6,2,21,0,4,6,41.8833000413,-87.6670550027,41.8742014988,-87.6667825068
2024-06-12T00:01:03.000,153,23.0,Ashland,SB,Grand,Washington,0.53,1,7,0,4,6,41.8909784616,-87.6673262617,41.8833000413,-87.6670550027
2024-06-12T00:01:03.000,154,25.0,Ashland,SB,Chicago,Grand,0.35,1,6,0,4,6,41.8960747044,-87.6674751541,41.8909784616,-87.6673262617
2024-06-12T00:01:03.000,155,25.0,Ashland,SB,Milwaukee,Chicago,0.55,1,2,0,4,6,41.904018258,-87.6676967823,41.8960747044,-87.6674751541
2024-06-12T00:01:03.000,160,16.0,Ashland,SB,Belmont,Diversey,0.5,1,7,0,4,6,41.9396975636,-87.6688454399,41.9324046052,-87.6685777528
